owner,name,createdAt,pushedAt,isMirror,diskUsage,primaryLanguage,languages,contributors,watchers,stargazers,forks,issues,commits,pullRequests,branches,tags,releases,description
ARMmbed,mbed-os,2013-02-18 15:23:11,2024-06-08 17:53:28,False,505558,C,13,854,310,4621,2959,4523,34615,10978,52,336,126,Arm Mbed OS is a platform operating system designed for the internet of things
mullvad,mullvadvpn-app,2017-12-19 08:59:42,2024-06-30 11:13:15,False,160700,Rust,17,63,73,4607,329,1065,21081,5328,134,232,148,The Mullvad VPN client app for desktop and mobile
Consensys,quorum,2016-11-14 05:42:57,2024-06-24 13:23:36,False,189599,Go,15,517,315,4599,1256,849,14400,753,4,244,51,A permissioned implementation of Ethereum supporting data privacy
Trusted-AI,adversarial-robustness-toolbox,2018-03-15 14:40:43,2024-06-27 07:43:09,False,515267,Python,4,105,102,4593,1127,878,12329,1350,25,60,57,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction, Inference - Red and Blue Teams"
rstudio,rstudio,2010-12-07 19:10:25,2024-06-29 22:56:51,False,966329,Java,26,344,239,4592,1084,8781,42388,6066,531,3020,0,RStudio is an integrated development environment (IDE) for R
kamyu104,LeetCode-Solutions,2018-10-11 17:38:35,2024-06-30 10:09:39,False,25134,C++,12,44,168,4588,1529,46,17578,138,1,0,0,🏋️ Python / Modern C++ Solutions of All 3203 LeetCode Problems (Weekly Update)
gluster,glusterfs,2011-02-17 05:00:49,2024-06-26 03:05:03,False,176407,C,14,299,244,4560,1072,2689,16795,1585,49,580,0,Gluster Filesystem : Build your distributed storage in minutes
vega,vega-lite,2014-11-20 20:52:04,2024-06-27 08:04:39,False,313708,TypeScript,6,192,87,4551,595,3482,10222,5716,82,258,200,"A concise grammar of interactive graphics, built on Vega."
cnr-isti-vclab,meshlab,2016-11-07 00:03:21,2024-06-10 09:55:04,False,283062,C++,10,81,159,4542,815,1024,10760,256,10,41,26,The open source mesh processing system
home-assistant,home-assistant.io,2014-12-21 20:59:21,2024-06-30 13:37:01,False,626254,HTML,6,4885,160,4541,7081,7004,31915,26352,121,0,0,:blue_book: Home Assistant User documentation
jenkins-x,jx,2018-01-05 15:46:09,2024-06-13 10:37:08,False,62537,Go,5,38,119,4540,783,4167,12301,4481,52,3597,1000,Jenkins X provides automated CI+CD for Kubernetes with Preview Environments on Pull Requests using Cloud Native pipelines from Tekton
NatronGitHub,Natron,2018-01-10 10:15:28,2024-06-28 21:21:52,False,155287,C++,17,51,107,4522,328,715,14563,255,22,70,26,Open-source video compositing software. Node-graph based. Similar in functionalities to Adobe After Effects and Nuke by The Foundry.
lxc,lxc,2012-09-07 18:50:27,2024-06-27 04:43:56,False,35852,C,6,379,211,4510,1114,1733,11760,2686,10,128,2,LXC - Linux Containers
dependabot,dependabot-core,2017-06-02 12:23:31,2024-06-30 03:47:37,False,91026,Ruby,11,329,106,4499,934,3333,19615,6536,132,2416,48,🤖 Dependabot's core logic for creating update PR's.
liquibase,liquibase,2011-07-08 20:08:20,2024-06-28 22:38:53,False,211320,Java,11,567,136,4492,1802,1687,13371,4357,528,150,95,Main Liquibase Source
XRPLF,rippled,2011-11-07 04:40:15,2024-06-29 05:37:49,False,1092795,C++,6,142,505,4477,1444,1371,13105,3633,7,140,109,Decentralized cryptocurrency blockchain daemon implementing the XRP Ledger protocol in C++
killbill,killbill,2012-10-21 20:55:05,2024-06-28 06:50:38,False,681066,Java,8,46,133,4469,747,1188,10073,836,33,325,146,Open-Source Subscription Billing & Payments Platform
passbolt,passbolt_api,2016-02-23 01:14:59,2024-05-21 11:19:23,False,150008,PHP,7,345,89,4466,299,429,26037,88,9,177,97,Passbolt Community Edition (CE) API. The JSON API for the open source password manager for teams!
hashicorp,terraform-provider-azurerm,2017-06-05 20:53:54,2024-06-30 08:29:45,False,235575,Go,5,1589,235,4453,4532,13577,31863,12853,91,304,257,Terraform provider for Azure Resource Manager
trustwallet,assets,2019-08-09 22:06:16,2024-06-28 19:41:31,False,601062,Go,2,3860,301,4435,22212,1114,14702,25623,27,0,0,"A comprehensive, up-to-date collection of information about several thousands (!) of crypto tokens."
supertuxkart,stk-code,2014-01-15 00:28:54,2024-06-29 15:37:00,False,372938,C++,17,179,300,4400,1035,4043,23386,1053,9,28,10,The code base of supertuxkart
Azure,Azure-Sentinel,2018-08-18 02:25:15,2024-06-30 04:57:46,False,8268596,Jupyter Notebook,14,767,236,4367,2883,1250,40303,9408,3012,0,0,Cloud-native SIEM for intelligent security analytics for your entire enterprise.
WorldBrain,Memex,2017-04-01 20:33:06,2024-06-30 09:15:02,False,84970,TypeScript,8,58,69,4366,331,594,13229,655,778,38,4,"Browser extension to curate, annotate, and discuss the most valuable content and ideas on the web. As individuals, teams and communities."
tianocore,edk2,2011-04-14 07:35:08,2024-06-30 13:35:29,False,322150,C,21,499,270,4365,2385,93,32718,5529,11,31,26,EDK II
osmandapp,OsmAnd,2011-01-15 19:59:44,2024-06-30 06:31:10,False,868947,Java,7,948,142,4364,985,11974,91899,6980,61,1,1,OsmAnd
kubernetes,website,2016-02-10 22:46:48,2024-06-30 13:51:46,False,484363,HTML,10,5241,220,4363,14082,12114,49663,34593,58,67,24,Kubernetes website and documentation repo: 
umbraco,Umbraco-CMS,2013-06-10 13:50:46,2024-06-29 16:08:26,False,336926,C#,7,679,226,4361,2635,5815,45627,10309,351,509,10,Umbraco is a free and open source .NET content management system helping you deliver delightful digital experiences.
Azure,azure-sdk-for-python,2012-04-24 16:46:12,2024-06-29 05:06:20,False,681986,Python,12,2588,418,4350,2703,9763,17584,26423,785,3877,1000,This repository is for active development of the Azure SDK for Python. For consumers of the SDK we recommend visiting our public developer docs at https://docs.microsoft.com/python/azure/ or our versioned developer docs at https://azure.github.io/azure-sdk-for-python. 
panda3d,panda3d,2013-09-30 10:20:25,2024-06-30 09:53:50,False,161646,C++,20,100,201,4349,775,965,26148,692,28,22,21,"Powerful, mature open-source cross-platform game engine for Python and C++, developed by Disney and CMU"
w3c,csswg-drafts,2013-04-05 22:53:48,2024-06-28 14:12:30,False,530660,Bikeshed,11,422,341,4347,639,8334,30983,2015,8,4,0,CSS Working Group Editor Drafts
WeblateOrg,weblate,2012-02-27 09:33:29,2024-06-30 14:01:23,False,2864564,Python,9,1141,92,4334,971,5284,65337,5903,4,147,95,Web based localization tool with tight version control integration.
scratchfoundation,scratch-gui,2016-09-14 21:14:10,2024-06-22 22:58:59,False,2156575,JavaScript,4,85,214,4327,3412,3167,12447,6411,141,2699,576,Graphical User Interface for creating and running Scratch 3.0 projects.
fog,fog,2009-05-18 07:14:04,2024-06-13 07:18:35,False,21841,Ruby,2,702,111,4322,1474,1305,12439,2808,6,174,58,The Ruby cloud services library.
apache,iotdb,2018-11-24 21:29:17,2024-06-29 09:40:01,False,245435,Java,12,283,116,4317,972,790,10850,11845,249,45,37,Apache IoTDB
emissary-ingress,emissary,2017-03-30 19:22:52,2024-06-28 16:35:18,False,121608,Python,8,225,85,4315,683,1785,18236,3922,351,893,205,open source Kubernetes-native API gateway for microservices built on the Envoy Proxy
ckan,ckan,2011-11-10 18:42:17,2024-06-28 18:12:45,False,210826,Python,11,320,194,4310,1963,3394,26122,4439,190,119,5,"CKAN is an open-source DMS (data management system) for powering data hubs and data portals. CKAN makes it easy to publish, share and use data. It powers catalog.data.gov, open.canada.ca/data, data.humdata.org among many other sites."
astropy,astropy,2011-07-21 01:33:49,2024-06-30 12:46:51,False,162534,Python,10,531,139,4298,1719,6032,37486,10580,24,158,27,Astronomy and astrophysics core library
apostrophecms,apostrophe,2013-02-08 20:04:02,2024-06-28 14:40:15,False,37522,JavaScript,6,111,124,4298,584,1488,11893,2888,384,1002,0,"A full-featured, open-source content management framework built with Node.js that empowers organizations by combining in-context editing and headless architecture in a full-stack JS environment."
valhalla,valhalla,2016-01-19 19:42:29,2024-06-29 10:52:11,False,118624,C++,8,216,104,4279,661,2255,14010,2285,50,74,55,Open Source Routing Engine for OpenStreetMap
canonical,lxd,2014-11-04 22:40:52,2024-06-28 14:28:49,False,140549,Go,6,314,156,4267,909,5278,34388,8326,7,177,147,Powerful system container and virtual machine manager
salesagility,SuiteCRM,2013-09-23 19:10:08,2024-06-28 06:37:19,False,142526,PHP,8,206,261,4253,2028,5162,16726,5233,10,228,223,SuiteCRM - Open source CRM for the world
mixxxdj,mixxx,2013-05-17 15:14:38,2024-06-30 13:51:25,False,534066,C++,18,279,136,4249,1236,7061,48050,6343,18,65,24,Mixxx is Free DJ software that gives you everything you need to perform live mixes.
zammad,zammad,2012-04-02 08:50:33,2024-06-28 13:19:45,False,392267,Ruby,13,303,127,4229,730,4759,15341,438,40,93,0,Zammad is a web based open source helpdesk/customer support system
biopython,biopython,2009-03-15 21:09:53,2024-06-30 00:52:02,False,74447,Python,12,363,168,4227,1728,1668,15867,3097,2,67,0,Official git repository for Biopython (originally converted from CVS)
python,peps,2013-10-08 13:27:12,2024-06-28 22:22:39,False,29917,reStructuredText,8,562,260,4221,1480,398,10552,3361,2,2,0,Python Enhancement Proposals
ProtonMail,WebClients,2016-06-08 11:16:51,2024-06-15 05:46:59,False,973874,TypeScript,10,67,154,4207,535,304,31729,83,358,1751,597,Monorepo hosting the proton web clients
dotnet,docs,2015-05-19 15:13:32,2024-06-30 02:15:16,False,884660,Dockerfile,1,4728,352,4162,5831,13555,28191,27010,55,5,1,This repository contains .NET Documentation.
fonttools,fonttools,2013-07-24 16:28:35,2024-06-26 08:26:56,False,25892,Python,3,117,117,4162,448,1623,11860,1829,51,219,200,A library to manipulate font files from Python.
tensorflow,probability,2017-10-23 23:50:54,2024-06-26 19:15:54,False,158054,Jupyter Notebook,4,444,164,4156,1078,1350,12146,464,34,52,51,Probabilistic reasoning and statistical analysis in TensorFlow
dragonwell-project,dragonwell8,2019-03-07 02:57:45,2024-06-21 23:13:12,False,1042735,Java,27,76,146,4139,491,456,91228,190,18,43,32,Alibaba Dragonwell8 JDK
rust-lang,miri,2015-11-12 21:51:25,2024-06-30 12:47:35,False,17553,Rust,5,251,56,4134,318,901,13721,2814,3,0,0,An interpreter for Rust's mid-level intermediate representation
mindspore-ai,mindspore,2020-02-11 08:43:48,2024-04-25 17:00:29,False,848513,C++,18,476,149,4132,687,252,80936,41,125,43,0,"MindSpore is a new open source deep learning training/inference framework that could be used for mobile, edge and cloud scenarios."
stdlib-js,stdlib,2016-03-24 04:19:52,2024-06-30 10:22:53,False,1950486,JavaScript,13,92,55,4126,402,943,49481,1515,20,98,4,✨ Standard library for JavaScript and Node.js. ✨
coreutils,coreutils,2013-07-07 13:12:29,2024-06-29 15:33:36,True,43182,C,7,196,134,4120,895,47,30132,38,6,371,0,upstream mirror
Azure,azure-powershell,2014-09-10 20:35:18,2024-06-30 13:12:21,False,2093830,C#,10,10000,4223,4110,3752,7990,38731,17081,301,584,443,Microsoft Azure PowerShell
h2database,h2database,2015-04-10 19:09:09,2024-06-21 23:52:59,False,90090,Java,9,154,137,4107,1181,2284,14376,1776,6,34,21,H2 is an embeddable RDBMS written in Java.
FedML-AI,FedML,2020-07-21 22:41:25,2024-06-28 02:34:27,False,935401,Python,12,65,114,4104,772,324,12120,1877,279,20,7,"FEDML - The unified and scalable ML library for large-scale distributed training, model serving, and federated learning. FEDML Launch, a cross-cloud scheduler, further enables running any AI jobs on any GPU cloud or on-premise cluster. Built on this library, TensorOpera AI (https://TensorOpera.ai) is your generative AI platform at scale."
spack,spack,2014-01-08 09:22:12,2024-06-30 12:02:59,False,189122,Python,20,1534,100,4088,2191,8263,36572,36452,155,126,43,"A flexible package manager that supports multiple versions, configurations, platforms, and compilers."
honestbleeps,Reddit-Enhancement-Suite,2011-11-01 16:31:51,2024-06-29 00:28:16,False,36902,JavaScript,4,297,91,4075,879,2156,10184,3318,5,226,207,Reddit Enhancement Suite
jitsi,jitsi,2013-04-24 17:37:20,2024-05-14 22:18:34,False,579335,Java,10,87,209,4071,962,508,13240,299,11,902,7,"Jitsi is an audio/video and chat communicator that supports protocols such as SIP, XMPP/Jabber, IRC and many other useful features."
docker,docs,2016-08-15 23:50:51,2024-06-28 19:40:54,False,706931,Markdown,11,3868,203,4063,6935,7042,62823,12973,8,28,0,Source repo for Docker's Documentation
dokuwiki,dokuwiki,2010-01-03 13:47:20,2024-06-25 09:07:44,False,42300,PHP,6,571,178,4055,845,1615,12460,2662,62,86,4,The DokuWiki Open Source Wiki Engine
vcmi,vcmi,2014-04-06 13:42:23,2024-06-30 03:44:33,False,66994,C++,13,128,119,4047,443,1701,16171,2508,18,57,22,Open-source engine for Heroes of Might and Magic III
nextcloud,android,2016-06-06 21:23:36,2024-06-30 02:40:08,False,480415,Java,9,395,183,4033,1736,7015,24286,6100,246,1459,224,📱 Nextcloud Android app
rapidsai,cuml,2018-10-11 15:45:35,2024-06-29 11:02:23,False,158520,C++,10,160,70,4027,518,2418,15462,3526,74,87,40,cuML - RAPIDS Machine Learning Library
camunda,camunda-bpm-platform,2013-01-03 10:10:31,2024-06-29 04:19:34,False,162196,Java,14,249,173,4020,1525,1758,20393,2630,117,152,0,"Flexible framework for workflow and decision automation with BPMN and DMN. Integration with Quarkus, Spring, Spring Boot, CDI."
leanprover,lean4,2018-04-15 02:49:20,2024-06-30 12:40:51,False,1413665,Lean,12,147,66,4013,345,1606,33280,2976,782,45,37,Lean 4 programming language and theorem prover
surveyjs,survey-library,2015-08-14 08:53:22,2024-06-28 15:51:43,False,164438,TypeScript,8,140,70,4009,780,5283,12779,3023,50,478,299,"Free JavaScript form builder library with integration for React, Angular, Vue, jQuery, and Knockout."
GothenburgBitFactory,taskwarrior,2018-02-03 10:14:26,2024-06-28 22:13:02,False,36757,C++,10,155,55,4001,275,2743,11694,591,25,52,15,Taskwarrior - Command line Task Management
crate,crate,2013-04-10 09:17:16,2024-06-30 05:38:39,False,151438,Java,4,112,174,4000,550,1975,15553,14207,322,462,100,"CrateDB is a distributed and scalable SQL database for storing and analyzing massive amounts of data in near real-time, even with complex queries. It is PostgreSQL-compatible, and based on Lucene."
werf,werf,2016-01-25 16:46:58,2024-06-28 13:18:16,False,55483,Go,10,52,49,3997,199,965,13720,5182,46,1644,1000,A solution for implementing efficient and consistent software delivery to Kubernetes facilitating best practices.
corda,corda,2016-10-06 08:46:29,2024-06-28 08:04:11,False,214655,Kotlin,12,319,301,3980,1075,634,10561,7124,187,370,15,"Corda is an open source blockchain project, designed for business from the start. Only Corda allows you to build interoperable blockchain networks that transact in strict privacy. Corda's smart contract technology allows businesses to transact directly, with value."
Superalgos,Superalgos,2019-08-12 17:34:43,2024-06-30 03:26:48,False,1169353,JavaScript,15,166,209,3979,5456,442,23240,4621,11,41,37,"Free, open-source crypto trading bot, automated bitcoin / cryptocurrency trading software, algorithmic trading bots. Visually design your crypto trading bot, leveraging an integrated charting system, data-mining, backtesting, paper trading, and multi-server crypto bot deployments."
glpi-project,glpi,2015-07-16 07:20:21,2024-06-28 19:42:51,False,830555,PHP,7,154,192,3966,1248,6917,29279,10425,22,160,76,"GLPI is a Free Asset and IT Management Software package, Data center management, ITIL Service Desk, licenses tracking and software auditing."
Cisco-Talos,clamav,2012-07-20 20:37:54,2024-06-28 20:24:52,False,175607,C,15,112,131,3955,669,595,11198,698,31,231,29,ClamAV - Documentation is here: https://docs.clamav.net
commercialhaskell,stack,2015-04-29 20:56:42,2024-06-26 13:41:56,False,25747,Haskell,7,431,99,3950,842,4327,10879,2284,15,80,67,The Haskell Tool Stack
o2oa,o2oa,2017-02-14 04:20:01,2024-06-28 10:09:12,False,1539704,JavaScript,9,16,132,3949,1251,75,14851,83,11,129,0,开源OA系统 - 码云GVP|Java开源oa|企业OA办公平台|企业OA|协同办公OA|流程平台OA|O2OA|OA，支持国产麒麟操作系统和国产数据库（达梦、人大金仓），政务OA，军工信息化OA
Pylons,pyramid,2010-10-24 22:00:35,2024-06-24 21:49:32,False,25450,Python,1,287,164,3917,879,1053,11903,2704,18,151,0,Pyramid - A Python web framework
Azure,azure-cli,2016-02-04 00:21:51,2024-06-30 13:19:21,False,608063,Python,16,10000,177,3907,2869,16674,11909,12273,106,717,177,Azure Command-Line Interface
defold,defold,2012-05-13 16:03:44,2024-06-29 07:44:55,False,1939163,C++,24,66,52,3904,279,3591,22660,5432,336,302,135,"Defold is a completely free to use game engine for development of desktop, mobile and web games."
webmin,webmin,2009-07-20 22:03:42,2024-06-30 12:55:55,False,105330,HTML,22,116,126,3894,611,1407,22937,770,25,70,70,Powerful and flexible web-based server management control panel
inventree,InvenTree,2017-03-23 01:44:10,2024-06-30 07:00:14,False,160239,Python,8,83,65,3888,683,2474,15549,4516,7,93,88,Open Source Inventory Management System
openwrt,packages,2014-05-29 20:43:16,2024-06-30 07:15:54,False,67502,Makefile,19,959,214,3875,3392,4541,32301,19900,9,1,0,Community maintained packages for OpenWrt. Documentation for submitting pull requests is in CONTRIBUTING.md
roc-lang,roc,2019-01-20 02:42:44,2024-06-30 13:04:51,False,150004,Rust,13,230,117,3857,284,2462,28816,4386,277,15,1,"A fast, friendly, functional language."
armbian,build,2014-10-07 18:45:03,2024-06-30 13:59:39,False,636850,Shell,13,505,192,3829,2141,1345,13766,5486,95,43,13,"Armbian Linux build framework generates custom Debian or Ubuntu image for x86, aarch64, riscv64 & armhf"
dotnet,fsharp,2015-01-10 05:58:43,2024-06-30 12:23:33,False,377744,F#,18,2608,185,3823,772,6116,14106,11058,200,119,101,"The F# compiler, F# core library, F# language service, and F# tooling integration for Visual Studio"
OGRECave,ogre,2015-11-29 15:57:03,2024-06-29 20:59:10,False,439076,C++,18,200,153,3816,955,836,12666,2290,2,80,76,"scene-oriented, flexible 3D engine (C++, Python, C#, Java)"
kubernetes,test-infra,2016-04-28 21:05:35,2024-06-30 02:46:50,False,217931,Go,13,1607,129,3804,2603,4364,59244,28297,2,0,0,Test infrastructure for the Kubernetes project.
knowm,XChange,2012-02-02 10:48:28,2024-06-28 12:13:54,False,49606,Java,2,392,250,3802,1926,1731,13180,3173,17,62,0,XChange is a Java library providing a streamlined API for interacting with 60+ Bitcoin and Altcoin exchanges providing a consistent interface for trading and accessing market data.
harfbuzz,harfbuzz,2012-07-14 19:50:26,2024-06-29 14:15:27,False,101045,C++,11,221,100,3800,602,1950,17517,2665,31,180,114,HarfBuzz text shaping engine
home-assistant,frontend,2015-07-12 23:58:06,2024-06-30 07:36:12,False,130736,TypeScript,5,589,129,3791,2587,7649,13774,11749,223,632,626,:lollipop: Frontend for Home Assistant
jetty,jetty.project,2011-07-14 01:11:57,2024-06-29 04:10:46,False,257549,Java,8,207,266,3782,1904,5676,29851,6234,46,452,93,"Eclipse Jetty® - Web Container & Clients - supports HTTP/2, HTTP/1.1, HTTP/1.0, websocket, servlets, and more"
uBlockOrigin,uAssets,2016-04-01 11:41:37,2024-06-30 13:49:35,False,687775,Adblock Filter List,4,192,124,3770,723,20194,69236,3133,2,0,0,"Resources for uBlock Origin, uMatrix: static filter lists, ready-to-use rulesets, etc."
owncloud,android,2012-08-25 10:35:56,2024-06-29 00:44:14,False,274347,Kotlin,4,161,373,3763,3140,2389,12714,2021,37,160,75,:phone: The ownCloud Android App
jruby,jruby,2009-04-05 03:54:35,2024-06-28 22:35:58,False,289195,Ruby,14,426,142,3761,918,4758,53735,3506,166,189,37,"JRuby, an implementation of Ruby on the JVM"
ejoy,ant,2018-01-19 03:02:36,2024-06-29 14:47:07,False,902972,Lua,10,110,65,3714,371,60,17240,43,2,2,1,Ant game engine
contiki-os,contiki,2012-10-24 05:59:36,2024-04-06 04:09:05,False,73109,C,17,160,424,3685,2583,1014,12329,1709,4,16,0,"The official git repository for Contiki, the open source OS for the Internet of Things"
streetcomplete,StreetComplete,2016-07-02 10:44:04,2024-06-28 21:28:21,False,468954,Kotlin,2,123,73,3685,343,3934,10805,1316,13,247,243,Easy to use OpenStreetMap editor for Android
Prowlarr,Prowlarr,2020-10-18 04:26:27,2024-06-30 04:23:33,False,274296,C#,8,329,32,3679,174,1057,12351,1029,32,107,107,
UnigramDev,Unigram,2016-05-23 09:03:33,2024-06-21 13:33:22,False,353661,C#,7,41,129,3670,432,2823,10120,228,25,90,84,Telegram for Windows
tronprotocol,java-tron,2017-12-26 10:20:38,2024-06-28 09:16:48,False,209177,Java,3,190,369,3642,1359,1442,18322,4252,234,86,77,Java implementation of the Tron whitepaper
MovingBlocks,Terasology,2011-03-04 03:49:19,2024-06-30 08:28:57,False,305775,Java,7,289,189,3638,1325,2083,12013,3147,61,79,70,Terasology - open source voxel world
briansmith,ring,2015-07-22 19:57:40,2024-06-28 23:41:21,False,93977,Assembly,8,264,46,3635,681,926,13106,1186,49,41,0,"Safe, fast, small crypto using Rust"
wordpress-mobile,WordPress-iOS,2013-03-18 16:59:33,2024-06-30 08:55:11,False,2550256,Swift,8,188,179,3631,1098,9120,79300,14184,374,913,533,WordPress for iOS - Official repository
RfidResearchGroup,proxmark3,2018-08-12 12:37:00,2024-06-28 10:59:10,False,80074,C,16,298,128,3621,979,814,18637,1580,3,13,13,Iceman Fork - Proxmark3
librenms,librenms,2013-10-28 01:37:13,2024-06-30 10:02:23,False,297078,PHP,11,1162,139,3618,2220,4133,20791,11892,45,146,142,Community-based GPL-licensed network monitoring system
mapnik,mapnik,2011-10-11 15:49:31,2024-06-26 15:45:13,False,175223,C++,10,103,165,3598,825,3572,13976,892,110,92,14,Mapnik is an open source toolkit for developing mapping applications
rubygems,rubygems,2010-04-16 19:02:44,2024-06-28 14:23:54,False,199175,Ruby,6,561,170,3582,1712,3251,28893,4253,116,650,219,Library packaging and distribution for Ruby.
algolia,instantsearch,2015-07-21 12:10:27,2024-06-28 12:07:00,False,393053,TypeScript,13,381,131,3582,501,1826,11384,3980,78,728,484,"⚡️ Libraries for building performant and instant search and recommend experiences with Algolia. Compatible with JavaScript, TypeScript, React and Vue."
freedomofpress,securedrop,2012-01-11 19:57:55,2024-06-29 09:01:57,False,107572,Python,10,241,147,3582,685,3129,13129,3983,644,182,49,GitHub repository for the SecureDrop whistleblower platform. Do not submit tips here!
BrowserWorks,Waterfox,2014-10-13 12:37:53,2024-06-26 01:58:44,False,4920884,,0,5211,113,3579,328,2679,908987,763,5,100,100,The official Waterfox 💧 source code repository
lbryio,lbry-desktop,2017-01-16 19:05:32,2024-05-30 11:55:08,False,78756,JavaScript,3,174,96,3571,414,3855,10962,3900,144,725,238,"A browser and wallet for LBRY, the decentralized, user-controlled content marketplace."
statamic,cms,2017-11-21 14:56:36,2024-06-29 18:20:08,False,53752,PHP,8,268,34,3568,487,4763,11847,4192,42,395,393,The core Laravel CMS Composer package
kwsch,PKHeX,2014-06-28 21:20:30,2024-06-30 05:07:30,False,94195,C#,1,163,164,3560,669,2836,10262,1371,2,73,71,Pokémon Save File Editor
varnishcache,varnish-cache,2015-10-05 12:04:36,2024-06-26 09:45:17,False,34934,C,11,96,107,3555,365,3000,18736,1125,28,144,0,Varnish Cache source code repository
ballerina-platform,ballerina-lang,2016-11-16 14:58:44,2024-06-29 16:05:27,False,860976,Ballerina,8,361,166,3549,735,17828,124868,24412,33,364,220,The Ballerina Programming Language
sorbet,sorbet,2018-06-26 18:13:06,2024-06-29 23:38:50,False,193190,Ruby,12,403,39,3541,512,1902,11463,6111,731,4943,1000,"A fast, powerful type checker designed for Ruby"
quarto-dev,quarto-cli,2020-09-25 13:25:46,2024-06-28 12:38:13,False,222143,JavaScript,19,118,27,3528,290,4583,16998,1579,57,1684,1000,Open-source scientific and technical publishing system built on Pandoc.
salesforce-ux,design-system,2015-09-01 19:35:26,2024-06-24 07:49:03,False,50948,JavaScript,7,78,185,3528,815,643,10862,124,13,127,106,Salesforce Lightning Design System
oneapi-src,oneDNN,2016-05-09 23:26:42,2024-06-29 01:17:47,False,189425,C++,6,297,185,3511,968,1263,16653,693,85,186,165,oneAPI Deep Neural Network Library (oneDNN)
AzureAD,microsoft-authentication-library-for-js,2017-02-24 21:49:17,2024-06-28 19:57:45,False,158183,TypeScript,8,1170,124,3511,2613,3555,13185,3042,225,752,536,Microsoft Authentication Library (MSAL) for JS
polyaxon,polyaxon,2016-12-26 12:48:47,2024-06-24 13:22:13,False,126586,,0,90,78,3505,312,1069,10248,398,16,225,0,MLOps Tools For Managing & Orchestrating The Machine Learning LifeCycle
artsy,eigen,2015-01-22 21:52:39,2024-06-29 06:34:12,False,609510,TypeScript,10,147,123,3493,566,1545,24911,8893,618,5152,0,"The Art World in Your Pocket or Your Trendy Tech Company's Tote, Artsy's mobile app."
DefectDojo,django-DefectDojo,2015-02-19 17:53:47,2024-06-29 19:47:02,False,163141,HTML,8,394,207,3485,1477,2721,10422,7547,164,192,183," DevSecOps, ASPM, Vulnerability Management. All on one platform."
ravendb,ravendb,2010-03-02 11:05:30,2024-06-30 13:46:45,False,734505,C#,19,268,157,3481,822,686,71507,17118,39,1926,23,ACID Document Database
ampache,ampache,2013-03-21 16:42:53,2024-06-28 05:11:58,False,218637,PHP,7,123,166,3473,587,2681,13049,1130,20,87,73,"A web based audio/video streaming application and file manager allowing you to access your music & videos from anywhere, using almost any internet enabled device."
Lidarr,Lidarr,2017-05-06 14:25:41,2024-06-30 04:21:27,False,318597,C#,8,415,98,3468,242,3592,10437,1273,61,166,72,Looks and smells like Sonarr but made for music.
JabRef,jabref,2014-03-11 14:48:42,2024-06-30 06:04:22,False,227317,Java,12,635,110,3463,2442,4267,20323,7146,27,56,41,Graphical Java application for managing BibTeX and biblatex (.bib) databases
PowerDNS,pdns,2013-04-26 11:16:49,2024-06-28 12:59:34,False,89240,C++,22,295,128,3461,884,4787,29281,9461,41,430,0,"PowerDNS Authoritative, PowerDNS Recursor, dnsdist"
erxes,erxes,2016-11-11 06:54:50,2024-06-30 13:39:46,False,166822,TypeScript,12,161,102,3452,1115,2267,23720,3131,650,230,210,Source available experience management infrastructure. Pioneering the future of experiences with XOS (Experience Operating System). Hubspot + Qualtrics alternative
domoticz,domoticz,2015-08-15 12:49:39,2024-06-30 07:42:56,False,403006,C++,16,374,215,3442,1123,3028,13999,2951,2,11,11,Open source Home Automation System
kubernetes-sigs,cluster-api,2018-03-07 00:49:50,2024-06-29 18:40:28,False,205898,Go,6,814,87,3442,1264,3340,11615,7376,18,280,170,"Home for Cluster API, a subproject of sig-cluster-lifecycle"
idris-lang,Idris-dev,2011-09-14 16:55:49,2024-08-02 13:40:34,False,38273,Haskell,12,344,120,3424,643,2336,10137,2591,5,44,1,A Dependently Typed Functional Programming Language
microsoft,azure-pipelines-tasks,2014-12-06 11:11:46,2024-06-30 11:05:54,False,669145,TypeScript,12,768,269,3421,2582,8174,13539,11856,3735,144,141,Tasks for Azure Pipelines
piroor,treestyletab,2010-11-01 03:35:50,2024-06-28 07:33:08,False,33642,JavaScript,5,81,73,3403,275,2982,13166,396,11,472,135,"Tree Style Tab, Show tabs like a tree."
urbit,urbit,2014-08-29 01:38:59,2024-06-28 19:11:08,False,193608,hoon,11,181,132,3402,355,2672,33294,4241,696,505,108,An operating function
spotbugs,spotbugs,2016-11-04 22:18:08,2024-06-30 09:31:28,False,144793,Java,11,173,77,3385,579,1207,17416,1734,26,83,64,SpotBugs is FindBugs' successor. A tool for static analysis to look for bugs in Java code.
citizenfx,fivem,2017-01-16 21:18:18,2024-06-29 19:40:21,False,347497,C++,18,202,36,3380,1986,1022,10768,1432,1,3803,0,"The source code for the Cfx.re modification frameworks, such as FiveM, RedM and LibertyM, as well as FXServer."
srsran,srsRAN_4G,2013-12-06 13:53:04,2024-06-17 16:08:48,False,63792,C++,5,85,245,3364,1104,993,10731,305,3,35,27,Open source SDR 4G software suite from Software Radio Systems (SRS) https://docs.srsran.com/projects/4g
